7741:17,302,76,8,84,518,542,70,564,1102
7742:302,654,616,76,8,84,29,650,518,542
7743:17,302,654,58,8,84,29,650,518,542
7751:654,616,58,76,8,84,29,650,518,542
7760:168,719,5738,984,463,2318,76,1326,1460,5480
7766:168,719,5738,984,463,2318,76,1326,1460,5480
7787:17,302,654,616,58,76,8,84,29,650
7813:17,302,654,616,58,76,8,84,29,650
7818:17,302,654,616,58,8,84,29,650,518
7823:168,719,5738,984,463,2318,76,1326,1460,5480
7825:17,302,654,616,58,76,8,84,29,650
7833:17,302,654,616,58,76,8,84,29,650
7841:302,654,58,76,8,84,29,650,518,542
7844:302,654,616,58,76,8,84,29,650,518
7850:13660,5254,1589,2904,2686,7006,2068,3107,4261,13741
7863:17,302,654,616,58,76,8,84,29,650
7869:866,2703,17,76,40,81,1069,224,96,2848
7888:17,654,58,76,84,518,542,70,564,1102
7889:347,6901,76,3176,2092,698,2312,46,1787,4146
7894:533,5975,8772,4671,3034,7926,603,10981,2510,7622
7903:5145,4600,2048,13894,13694,1526,1477,13416,70402,32307
7915:17,302,616,58,84,29,542,564,1102,354
7921:866,2139,361,2265,698,262,500,1913,76,1730
7945:168,5738,463,2318,76,1326,1460,5480,8860,661
7946:17,302,654,616,58,76,8,84,29,650
7949:17,302,654,616,58,76,8,84,29,650
7951:616,58,76,8,84,29,650,518,542,70
7958:866,2703,17,76,40,81,1069,224,96,2848
7962:8,29,650,564,224,289,245,61,861,32
7964:866,2139,361,2265,698,262,500,1913,76,1730
7967:866,2139,361,2265,698,262,500,1913,76,1730
7969:17,302,654,616,58,76,8,84,29,518
7975:302,654,616,58,76,8,84,29,650,518
7976:17,302,654,616,58,76,8,84,29,650
7977:866,2703,76,40,81,1069,224,96,2848,4239
7981:1352,605,7087,3307,11973,7422,11015,3704,6674,8908
7990:17,302,654,616,58,76,8,84,29,650
8002:441,710,8928,4513,1340,3618,1744,5122,3506,371
8008:866,2703,17,76,40,81,1069,224,96,2848
8009:17,302,654,58,76,8,84,29,650,518
8023:17,302,654,58,76,8,84,29,650,518
8032:866,2703,17,76,40,81,1069,224,96,2848
8036:168,719,5738,984,463,2318,76,1326,1460,5480
8054:866,2703,17,40,81,1069,224,96,2848,4239
8065:58,76,650,518,542,70,224,354,138,301
8068:347,6901,76,3176,2092,6545,2312,46,1787,4146
8069:302,654,616,58,76,8,84,29,650,518
8081:302,616,58,76,8,84,29,650,518,542
8090:616,58,76,8,84,650,518,542,70,564
8097:1352,605,7087,3307,11973,7422,11015,3704,6674,8908
8103:3509,7200,20254,15376,48159,189,21232,58057,1352,4118
8104:866,2703,17,76,40,81,1069,224,96,2848
8130:17,302,654,616,58,76,8,29,650,518
8134:866,2703,17,76,40,81,1069,224,96,2848
8137:58,29,542,70,564,224,138,301,736,15
8141:4481,22,1957,7624,23370,2816,3661,206,6311,36630
8144:168,5738,984,463,2318,1326,1460,5480,8860,661
8150:17,302,8,84,29,650,518,70,1102,224
8159:17,302,654,616,58,76,8,84,29,650
8161:1352,605,7087,3307,11973,7422,11015,3704,6674,8908
8163:2139,2265,698,262,500,1913,76,1730,96,826
8184:12586,873,931,2021,2946,1539,12022,1276,2675,2852
8186:654,616,58,76,29,650,518,542,70,564
8200:302,654,616,58,76,8,84,29,650,518
8206:533,5975,8772,4671,3034,7926,603,10981,2510,7622
8217:17,302,654,58,76,8,84,29,650,518
8224:17,302,654,616,58,76,84,29,650,518
8225:17,302,654,616,58,76,8,84,29,650
8227:17,302,654,616,58,76,8,84,29,650
8229:17,302,616,58,76,8,84,29,650,518
8245:866,2703,17,76,40,81,1069,224,96,2848
8263:866,2703,17,76,40,81,1069,224,96,2848
8264:81,986,226,3423,780,3137,2241,1749,1888,2967
8270:17,302,654,616,58,76,8,84,29,650
8276:17,616,58,76,8,84,650,518,542,564
8285:866,2703,17,76,40,81,1069,224,96,2848
8286:866,2703,17,76,40,81,1069,224,96,2848
8287:866,2703,17,76,40,1069,224,96,2848,4239
8290:347,6901,76,3176,2092,6545,698,2312,46,1787
8310:5975,8772,4671,3034,7926,603,10981,7622,6311,12861
8314:347,6901,76,3176,2092,6545,698,2312,46,1787
8325:17,302,654,616,58,76,8,84,29,650
8326:302,654,616,58,76,8,84,29,518,542
8334:17,302,654,616,58,76,8,84,29,650
8336:168,719,5738,984,463,2318,76,1326,1460,5480
8343:302,654,616,58,76,8,84,29,650,518
8347:616,76,8,29,650,518,542,70,564,354
8352:17,302,654,616,58,76,8,84,29,650
8368:17,302,654,616,76,8,84,29,650,518
8380:168,719,5738,984,463,2318,1326,8860,661,1400
8396:17,302,616,58,76,8,650,518,542,70
8401:302,654,616,58,76,8,84,650,518,542
8406:17,654,616,58,76,8,29,650,518,542
8411:302,654,616,58,76,8,84,29,650,518
8413:17,302,654,616,58,76,8,84,29,650
8435:866,2703,17,76,40,81,1069,224,96,2848
8449:2880,1712,3172,4825,6434,8848,5624,12990,23191,4568
8450:17,302,654,616,58,76,8,84,29,650
8476:17,302,654,616,58,76,8,84,29,650
8477:17,302,654,616,58,8,84,29,518,542
8491:81,986,226,3423,780,3137,2241,1749,1888,2967
8499:12586,931,2021,2946,1539,12022,1276,2675,2852,8066
8500:669,1592,225,924,7680,11008,8322,415,2547,7608
8510:17,302,654,616,58,76,8,84,29,650
8513:17,302,654,616,58,76,8,84,29,650
8517:866,2703,17,76,40,81,1069,224,96,2848
8530:17,302,654,58,76,8,84,650,518,542
8531:302,58,76,8,29,650,542,70,564,224
8534:17,302,654,616,58,76,8,84,29,650
8536:17,302,654,616,58,76,8,84,29,650
8537:17,302,654,616,58,76,8,84,29,650
8552:866,2703,17,76,40,81,1069,224,96,2848
8569:1352,1527,189,10041,1712,4825,6434,8848,12990,4568
8578:1131,4481,22,1957,106,7624,23370,2816,3661,206
8581:17,302,654,616,58,76,8,84,29,650
8582:8,650,518,542,70,1102,224,354,736,15
8600:347,6901,76,3176,2092,6545,698,2312,46,1787
8603:17,302,654,616,58,76,8,84,29,650
8635:866,2703,17,76,40,81,1069,224,96,2848
8636:347,6901,3176,2092,6545,698,2312,46,1787,3847
8637:866,2703,17,76,40,81,1069,224,96,2848
8644:17,302,654,616,58,76,8,84,29,650
8651:302,654,616,58,76,8,84,29,650,518
8660:17,616,58,76,8,84,650,518,542,70
8670:81,986,226,3423,780,3137,2241,1749,1888,2967
8681:302,654,76,8,84,29,650,518,542,70
8692:3423,780,3137,2241,1749,7211,5767,2379,13544,3374
8711:866,2703,17,76,40,81,1069,224,96,2848
8717:866,2703,17,76,40,81,1069,224,96,2848
8718:5738,984,463,76,1326,1460,5480,8860,2153,2337
8719:654,616,58,8,84,29,518,542,564,1102
8735:17,302,654,616,58,76,8,84,29,650
8736:866,2139,361,2265,698,262,500,1913,76,1730
8746:302,616,58,76,8,84,29,650,518,542
8747:302,654,616,58,76,8,84,29,650,518
8755:12586,873,931,2021,2946,1539,12022,1276,2675,2852
8760:17,302,654,616,58,76,8,84,29,650
8765:866,2703,17,76,40,81,1069,224,96,2848
8768:866,2703,17,76,40,81,1069,224,96,2848
8771:17,302,654,58,76,8,29,650,542,70
8774:17,302,654,616,58,76,29,650,518,542
8782:168,719,5738,463,2318,76,1326,1460,5480,8860
8788:58,76,8,84,29,650,518,542,70,564
8789:12586,873,931,2021,2946,1539,12022,1276,2675,2852
8790:7021,247,19871,10492,17567,3672,17646,3992,8627,3372
8802:302,654,616,8,29,650,518,542,70,564
8810:866,2139,361,2265,698,262,500,1913,76,1730
8812:986,226,3423,780,3137,2241,1749,2967,7211,1884
8822:8725,29002,100483,74274,83357,98611,32952,6602,19385,105460
8825:302,654,616,58,76,8,84,29,650,518
8844:866,2703,17,76,40,81,1069,224,96,2848
8850:9289,7021,247,19871,10492,17567,3672,17646,3992,8627
8852:347,6901,76,3176,2092,6545,698,2312,46,1787
8862:17084,1113,40581,76616,34837,65778,7567,6823,53186,63363
8863:302,654,58,8,29,518,542,70,564,224
8868:17,302,654,616,58,76,8,29,650,518
8870:17,616,58,76,8,29,518,542,70,564
8872:17,302,654,616,58,76,8,84,29,650
8877:17,302,654,616,58,76,8,84,29,650
8889:3003,6846,848,13059,45365,74885,13592,18260,68689,5452
8890:866,2703,17,76,40,81,1069,224,96,2848
8900:302,654,616,58,76,8,84,29,650,518
8906:17,302,654,616,58,76,8,84,650,518
8912:533,5975,8772,4671,3034,7926,603,10981,2510,7622
8913:840,2548,157,197,10541,5111,8069,27070,5627,14793
8915:17,302,654,58,76,29,650,518,542,70
8916:17,302,654,616,58,76,8,84,29,650
8920:12586,873,931,2021,2946,1539,12022,1276,2675,2852
8924:6901,76,3176,2092,6545,698,2312,46,1787,4146
8931:302,654,616,58,76,8,84,29,650,518
8935:302,654,616,58,76,8,84,29,650,518
8936:866,2703,17,76,40,81,1069,224,96,2848
8958:302,654,616,58,76,8,84,29,650,518
8984:669,1592,225,924,7680,11008,8322,415,2547,7608
9000:17,302,616,76,8,29,650,518,542,70
9001:17,302,654,616,58,76,8,84,29,650
9013:866,2703,17,76,40,81,1069,224,96,2848
9024:17,302,654,616,58,76,8,84,29,650
9079:17,302,654,616,58,76,8,84,29,650
9085:17,654,616,58,76,8,84,29,650,518
9096:2880,1712,12990,4568,7831,1923,1206,6266,19524,7859
9098:866,2139,361,2265,698,262,500,1913,76,1730
9106:302,654,616,58,76,8,84,29,650,518
9111:302,654,616,58,76,8,84,29,650,542
9122:17,302,58,76,8,84,29,650,518,542
9128:654,616,58,8,84,29,518,542,70,564
9135:17,302,654,616,58,76,84,650,518,542
9141:1352,1527,3107,189,2880,1712,8848,5624,12990,23191
9152:302,654,616,58,76,8,84,29,650,518
9155:17,302,654,58,76,8,84,29,650,518
9157:533,5975,4671,3034,7926,603,10981,2510,7622,6311
9158:866,2139,361,2265,698,262,1913,76,1730,96
9159:17,302,654,616,58,76,8,84,29,650
9160:1527,3107,189,10041,2880,1712,3172,4825,6434,8848
9161:719,5738,984,463,2318,76,1326,1460,8860,661
9171:654,616,58,8,84,29,518,542,70,564
9173:302,654,616,58,76,8,84,29,650,518
9200:866,2139,361,2265,698,262,500,1913,76,1730
9224:866,2703,17,76,40,81,1069,224,96,2848
9225:866,2139,2265,698,262,500,1913,76,1730,96
9233:1131,4481,22,1957,106,7624,23370,2816,3661,9045
9236:17,302,654,616,58,76,8,84,29,650
9237:76,8,84,29,518,542,70,1102,224,354
9238:302,654,616,58,76,8,84,29,650,518
9245:17,302,654,616,58,76,8,84,29,650
9249:17,302,654,616,58,76,8,84,29,650
9256:302,654,616,58,76,8,29,518,542,70
9276:17,302,654,616,58,76,8,84,29,650
9288:302,654,616,58,76,8,84,29,650,518
9290:1592,225,924,7680,11008,8322,415,2547,7608,2178
9291:302,654,616,58,76,8,84,29,650,542
9310:17,302,654,616,58,76,8,84,29,518
9312:302,654,616,58,76,8,84,29,650,518
9313:17,302,654,616,58,76,8,84,29,650
9331:168,719,5738,984,463,2318,76,1326,1460,5480
9333:866,2703,17,76,40,81,1069,224,96,2848
9350:17,302,654,616,58,8,84,29,650,518
9357:1352,605,7087,3307,11973,7422,11015,3704,6674,8908
9359:302,654,616,58,8,84,29,518,542,70
9364:17,302,654,616,58,76,8,84,29,650
9368:17,302,654,616,58,76,8,84,29,650
9369:168,719,5738,984,463,2318,76,1326,1460,5480
9371:302,654,616,58,76,29,650,518,542,564
9381:866,2139,361,698,262,500,1913,76,1730,96
9389:17,302,654,616,58,76,8,84,29,650
9394:654,616,58,76,8,84,29,650,518,542
9400:17,302,58,76,8,84,29,518,542,70
9402:168,719,5738,984,463,2318,76,1326,1460,5480
9420:302,654,616,58,76,8,84,29,650,518
9431:17,302,654,616,58,76,8,84,29,650
9432:17,302,654,616,58,76,8,29,650,518
9433:1352,605,7087,3307,11973,7422,11015,3704,6674,8908
9437:866,2139,361,2265,262,500,1913,76,1730,96
9442:986,226,780,3137,2241,1749,1888,2967,1884,140
9443:302,654,58,76,8,84,29,650,518,542
9451:302,616,58,76,8,84,29,650,518,542
9473:4755,1352,1527,3107,189,10041,2880,1712,3172,4825
9474:1131,4481,22,1957,106,7624,23370,2816,3661,9045
9486:669,1592,225,924,7680,11008,8322,415,2547,7608
9487:17,302,654,616,58,76,8,84,29,650
9489:17,654,616,58,76,8,84,29,650,518
9494:840,3196,2548,157,5111,27070,13049,14793,7160,465
9498:866,2703,17,76,40,81,1069,224,96,2848
9499:866,2703,17,76,40,81,1069,224,96,2848
9500:17,302,654,616,58,76,8,84,29,650
9507:17,302,654,616,58,76,8,84,29,650
9514:1352,605,7087,3307,11973,7422,11015,3704,6674,8908
9525:17,302,654,616,58,76,8,84,29,650
9528:17,302,654,616,58,76,8,84,29,650
9531:1352,605,7087,3307,11973,7422,11015,3704,6674,8908
9535:866,2703,17,76,40,81,224,96,2848,4239
9538:17,302,654,58,8,84,29,650,518,542
9541:17,302,654,616,58,76,8,84,29,650
9553:866,2139,361,2265,698,262,500,1913,76,1730
9568:533,5975,8772,3034,7926,603,10981,2510,7622,6311
9570:17,302,654,616,58,76,8,84,29,650
9571:17,302,654,616,58,76,8,84,29,650
9573:866,2703,17,76,40,81,224,96,2848,4239
9576:866,2703,17,76,40,81,1069,224,96,2848
9580:17,302,654,616,58,76,84,29,650,518
9590:17,302,58,29,650,518,542,70,224,354
9593:302,654,616,58,76,8,84,29,650,518
9606:168,719,5738,984,463,2318,76,1326,5480,8860
9612:302,616,58,76,8,29,650,518,70,564
9613:17,302,654,616,58,76,8,84,29,650
9614:866,2703,17,76,40,81,1069,224,96,2848
9630:719,984,463,76,1460,5480,8860,661,2153,2337
9665:17,58,8,84,29,650,518,542,70,224
9666:866,2703,17,76,40,81,1069,224,96,2848
9668:17,302,654,616,58,76,8,84,29,518
9680:17,302,654,616,58,8,84,29,650,518
9685:17,302,654,616,58,76,8,84,29,650
9693:17,302,654,616,58,76,8,84,29,650
9694:866,2139,361,698,262,500,76,1730,96,826
9696:168,719,5738,984,463,2318,76,1326,1460,5480
9711:1352,605,7087,3307,11973,7422,11015,3704,6674,8908
9722:17,302,654,616,58,76,8,84,29,650
9727:168,719,5738,984,463,2318,76,1326,1460,5480
9742:347,76,3176,2092,6545,698,2312,46,1787,4146
9745:17,654,58,84,518,542,70,564,224,354
9752:12586,873,931,2021,2946,1539,12022,1276,2675,2852
9753:17,302,654,616,58,76,8,84,29,650
9755:17,654,616,58,76,8,84,29,650,518
9757:17,302,654,616,58,76,8,84,29,650
9786:302,654,616,58,76,8,84,29,650,518
9808:17,302,654,616,58,76,8,84,29,650
9810:866,2703,17,76,40,81,1069,224,96,2848
9812:302,616,58,76,8,84,29,650,518,542
9813:17,302,654,616,58,76,8,84,29,650
9818:866,2703,17,76,40,81,1069,224,96,2848
9820:17,302,654,616,58,76,8,84,29,650
9824:1002,710,4513,1340,3618,1744,5122,13,371,16036
9827:17,302,654,616,58,76,8,84,29,650
9831:168,719,5738,984,463,76,1326,1460,5480,8860
9834:17,302,654,616,58,76,8,84,29,650
9837:17,654,616,76,8,84,29,650,518,542
9839:866,2139,361,2265,698,262,500,1913,76,1730
9840:17,302,654,616,58,76,8,84,29,650
9864:17,654,616,58,76,8,84,29,650,518
9879:17,302,654,616,58,76,8,84,29,650
9890:17,302,654,58,8,84,29,650,518,542
9891:654,616,58,76,8,29,518,542,70,564
9892:866,2703,17,76,40,81,1069,224,96,2848
9896:17,302,654,616,58,76,8,84,29,650
9899:866,76,40,81,1069,224,96,2848,226,262
9900:17,302,654,616,8,84,29,650,518,542
9911:17,302,654,616,58,76,8,84,29,650
9926:302,654,58,76,8,84,29,650,518,542
9927:650,518,564,1102,224,138,736,6,508,245
9929:302,654,616,58,76,8,84,29,518,542
9944:669,1592,225,924,7680,11008,8322,415,2547,7608
9945:347,6901,76,3176,2092,6545,698,2312,46,1787
9946:866,2139,361,2265,698,262,500,1913,76,1730
9961:669,1592,225,924,7680,11008,8322,2547,7608,2178
9984:347,6901,76,3176,2092,6545,698,2312,46,1787
10030:302,654,616,76,8,84,29,650,518,542
10040:168,5738,984,463,2318,76,1326,1460,5480,8860
10050:12586,873,931,2021,2946,1539,12022,1276,2675,2852
10051:866,2139,361,2265,698,262,500,1913,76,1730
10073:17,302,654,616,58,76,8,84,29,650
10078:866,2703,17,76,40,81,1069,224,96,2848
10082:5975,8772,4671,3034,7926,603,10981,2510,7622,6311
10084:866,2703,17,76,40,81,1069,224,96,2848
10086:17,302,654,616,58,76,8,84,29,650
10088:347,6901,76,3176,2092,6545,698,46,1787,4146
10090:866,2139,361,2265,698,262,500,1913,76,96
10110:302,654,616,58,76,8,84,29,650,518
10111:17,302,654,616,58,76,8,84,29,650
10115:17,302,654,616,58,76,8,84,29,650
10117:17,302,654,616,58,76,8,84,29,650
10130:866,2703,17,76,40,81,1069,224,96,2848
10132:17,302,654,616,58,76,8,84,29,650
10133:8725,29002,100483,74274,83357,98611,32952,6602,19385,105460
10136:17,302,654,616,58,8,84,29,650,518
10140:17,302,654,616,58,76,8,84,29,650
10148:719,5738,984,463,76,1326,1460,5480,8860,2153
10155:17,302,654,616,58,76,8,84,29,650
10156:168,719,5738,984,463,2318,76,1326,1460,5480
10194:302,654,616,58,76,8,29,650,542,70
10196:302,616,58,76,8,84,29,650,518,542
10200:17,302,654,616,58,76,8,84,29,650
10210:17,302,654,616,58,76,8,84,29,650
10233:168,719,5738,984,463,2318,76,1326,1460,5480
10235:1352,605,3307,11973,7422,11015,3704,6674,8908,3378
10236:866,2703,17,76,40,81,1069,224,96,2848
10237:17,302,654,616,58,76,8,29,650,518
10249:17,302,654,616,58,76,8,84,29,650
10254:17,302,654,616,58,76,8,84,29,650
10267:616,76,8,29,650,518,542,564,224,354
10275:17,302,654,616,58,76,8,84,29,650
10276:302,654,616,58,84,29,650,518,542,70
10279:17,302,654,616,58,76,8,84,29,650
10302:866,2703,76,40,81,1069,224,96,2848,4239
10303:669,1592,225,924,7680,11008,8322,415,2547,7608
10304:866,2139,361,2265,698,262,500,1913,76,1730
10306:17,654,616,8,84,29,650,518,70,1102
10313:866,2703,17,76,40,81,1069,224,96,2848
10317:302,654,616,58,76,8,84,29,650,518
10335:12586,873,931,2021,2946,1539,12022,1276,2675,2852
10339:654,616,58,76,29,650,518,542,70,564
10342:17,302,654,616,76,8,84,29,650,518
10346:866,2703,17,76,40,81,1069,224,96,2848
10359:302,654,616,58,76,8,84,650,518,542
10364:866,2139,361,2265,698,262,500,1913,76,1730
10366:654,58,76,84,29,650,70,564,1102,224
10371:6901,76,3176,2092,6545,2312,46,1787,4146,3847
10377:17,302,654,616,58,76,8,84,29,650
10378:168,719,5738,984,463,2318,76,1326,1460,5480
10387:12586,873,931,2021,2946,1539,12022,1276,2675,2852
10388:17,302,654,616,58,76,8,84,29,650
10392:866,2703,17,76,40,81,1069,224,96,2848
10408:840,2548,197,10541,5111,8069,27070,5627,13049,14793
10420:81,986,226,3423,780,3137,2241,1749,1888,2967
10427:17,302,654,616,58,76,8,84,29,650
10439:76,8,84,29,650,518,542,70,564,224
10445:12586,873,2021,2946,1539,12022,1276,2675,2852,8066
10454:17,302,654,616,58,76,8,84,29,650
10471:17,302,654,616,58,76,8,29,650,518
10478:17,302,616,58,76,8,84,650,518,542
10479:168,719,5738,984,463,2318,76,1326,1460,5480
10480:17,302,654,58,76,8,84,29,650,518
10488:302,654,616,58,76,8,84,29,650,518
10502:1352,605,7087,3307,11973,7422,11015,3704,6674,8908
10513:17,302,654,616,58,76,8,84,29,650
10523:441,1002,710,4513,1340,3618,1744,3506,13,371
10543:866,2703,17,76,40,81,1069,224,96,2848
10554:866,2703,17,76,40,81,1069,224,96,2848
10563:866,2703,40,81,1069,224,96,2848,4239,226
10564:302,654,616,58,8,84,29,650,518,542
10570:17,616,58,76,8,84,29,650,518,542
10573:4339,4372,2579,15777,176,1417,117,34935,12190,7273
10580:247,19871,10492,17567,3672,17646,3992,8627,3372,6503
10636:302,654,616,76,8,84,29,650,518,542
10655:17,302,654,616,58,76,8,84,29,650
10691:17,302,654,616,58,76,8,84,29,650
10693:17,302,654,76,8,84,29,650,518,542
10698:17,302,654,58,76,8,84,29,650,518
10707:347,6901,76,3176,2092,6545,698,2312,46,1787
10710:616,58,76,8,650,518,542,70,564,15
10726:1352,605,7087,3307,11973,7422,11015,3704,6674,8908
10747:866,2703,17,76,40,81,1069,224,96,2848
10758:17,302,654,616,58,76,8,84,29,650
10770:8772,3034,603,10981,2510,7622,6311,1397,9054,12861
10779:17,302,654,616,58,76,8,84,29,650
10794:866,2703,17,76,40,81,1069,224,96,2848
10801:1097,6304,782,24262,1810,49244,6463,1335,6453,80641
10807:17,302,654,616,58,76,8,84,29,650
10820:866,2703,17,76,40,81,1069,224,96,2848
10842:168,719,5738,984,463,2318,76,1326,1460,5480
10843:17,302,654,616,58,76,8,84,29,650
10844:866,2139,361,2265,698,262,500,1913,76,1730
10845:9289,7021,247,17567,3672,3992,8627,6503,963,1495
10854:533,5975,8772,4671,3034,7926,603,10981,2510,7622
10858:17,302,654,616,58,76,8,84,29,650
10871:17,302,654,616,58,76,8,84,29,650
10892:17,302,654,616,58,76,8,84,29,650
10905:866,2703,17,76,40,81,1069,224,96,2848
10908:17,302,654,616,58,76,84,29,650,518
10913:1352,605,7087,3307,11973,7422,11015,3704,6674,3378
10920:302,654,616,58,76,8,84,29,650,518
10955:17,302,654,616,58,76,8,84,29,650
10956:866,2703,76,40,81,1069,224,96,2848,4239
10968:17,302,654,616,58,76,8,84,29,650
10991:866,2139,361,2265,1913,76,1730,96,358,901
10999:17,654,616,58,76,84,29,518,542,70
11000:986,226,3423,780,2241,1749,1888,2967,7211,1884
11022:302,654,616,58,76,8,84,29,650,518
11034:17,654,58,76,8,84,29,518,70,564
11037:533,8772,3034,7926,603,10981,2510,6311,1397,9054
11047:17,302,654,616,58,76,8,84,29,650
11055:866,2703,17,76,40,81,1069,224,96,2848
11099:17,302,654,616,58,76,8,84,29,650
11105:302,654,616,76,8,29,650,518,542,70
11110:866,2139,361,2265,698,262,500,1913,76,1730
11118:866,2139,361,2265,698,262,500,1913,76,1730
11132:168,719,5738,984,463,2318,76,1326,1460,5480
11134:866,2703,17,76,40,1069,224,96,2848,4239
11135:17,302,654,616,58,76,8,84,29,650
11149:302,654,616,58,76,8,650,518,542,70
11150:866,2703,17,76,40,81,1069,224,96,2848
11193:669,1592,924,7680,11008,8322,415,2547,7608,2178
11211:347,6901,76,3176,2092,6545,698,2312,46,1787
11222:866,2139,361,2265,698,262,500,1913,76,1730
11228:441,1002,8928,4513,1744,5122,13,16036,2917,4696
11240:866,2703,17,76,40,81,1069,224,96,2848
11259:866,2703,17,76,40,81,1069,224,96,2848
11264:17,654,616,58,76,8,84,29,650,518
11273:616,58,76,84,29,650,70,564,1102,224
11278:866,2703,17,76,40,81,1069,224,96,2848
11279:12586,873,931,2021,2946,1539,12022,1276,2675,2852
11280:866,2703,17,76,40,81,1069,224,96,2848
11287:302,654,616,58,76,8,29,650,518,542
11332:1352,605,7087,3307,11973,7422,11015,3704,6674,8908
11360:866,2703,17,76,40,81,1069,224,96,2848
11363:866,2139,2265,698,262,1913,76,1730,96,826
11378:866,2703,17,76,81,1069,224,96,2848,4239
11388:17,302,654,616,58,76,8,84,29,650
11394:17,302,654,616,58,76,8,84,29,650
11404:17,302,654,616,58,76,8,84,29,650
11414:17,302,654,616,58,76,8,84,29,650
11418:5738,984,76,1460,8860,2337,1400,1528,574,14754
11419:302,654,616,58,76,8,84,29,650,518
11426:17,302,654,616,58,76,8,84,29,650
11427:81,986,226,3423,780,3137,2241,1749,1888,2967
11428:17,302,654,616,58,76,8,84,29,650
11431:866,2703,17,76,40,81,1069,224,96,2848
11437:866,2703,17,76,40,1069,224,96,2848,4239
11439:81,986,226,3423,780,3137,2241,1749,1888,2967
11444:17,654,616,58,76,8,84,29,650,518
11458:17,302,654,616,58,76,8,84,29,650
11462:866,2139,361,2265,698,262,500,1913,76,1730
11463:58,76,29,542,224,354,301,15,101,289
11484:17,302,654,616,58,76,8,84,29,650
11507:866,2139,361,2265,262,500,1913,1730,96,358
11510:17,654,616,58,76,84,29,650,518,542
11511:12586,873,931,2021,2946,1539,12022,1276,2675,2852
11525:17,302,654,616,58,76,8,84,650,518
11529:17,302,654,616,58,76,8,84,29,650
11535:302,654,616,58,76,8,84,29,650,518
11537:866,2703,17,76,40,81,1069,224,96,2848
11538:17,616,58,76,8,84,29,650,518,542
11540:5145,4600,2048,13894,13694,1526,1477,13416,70402,9497
11552:302,654,616,58,76,8,84,29,650,518
11554:378,1991,13660,5254,1589,2904,2686,7006,2068,3107
11558:12586,873,2021,2946,1539,12022,1276,2675,2852,8066
11569:616,76,8,29,650,518,542,564,224,301
11584:17,302,654,76,8,84,29,650,518,542
11586:17,302,654,616,58,76,8,84,29,518
11603:17,302,654,616,58,76,8,84,29,650
11606:654,58,84,29,650,518,542,70,564,1102
11614:17,302,654,616,58,76,8,84,29,650
11616:17,302,654,616,58,76,8,84,29,650
11651:17,302,654,616,58,76,8,84,29,650
11657:17,302,654,616,58,76,8,84,29,650
11660:17,616,58,76,8,84,650,518,542,70
11670:17,302,654,616,58,76,8,84,29,650
11676:986,226,780,3137,2241,1749,1888,2967,7211,1884
11685:17,302,654,616,58,76,8,84,29,650
11699:866,2139,361,2265,698,262,500,1913,76,1730
11700:302,654,616,58,76,8,84,29,518,542
11716:866,2703,76,40,81,1069,224,96,2848,4239
11719:378,5254,1589,2904,2686,7006,3107,4261,13741,1527
11723:866,2139,361,2265,698,262,500,1913,76,1730
11738:168,719,5738,984,463,2318,76,1326,1460,5480
11749:866,2703,17,76,40,81,1069,224,96,2848
11775:17,302,654,616,58,76,8,84,29,650
11781:17,654,616,58,8,84,29,518,542,70
11788:866,2703,17,76,40,81,1069,224,96,2848
11795:866,2139,361,2265,698,262,500,1913,76,1730
11799:866,2703,17,76,40,81,1069,224,96,2848
11818:17,302,654,616,58,76,8,84,29,650
11825:168,719,5738,984,463,2318,76,1326,1460,5480
11835:17,616,58,76,8,84,29,650,518,542
11836:866,2139,361,2265,698,262,500,1913,76,1730
11838:1131,4481,22,1957,106,7624,23370,2816,3661,9045
11839:866,2139,361,2265,698,262,500,1913,76,1730
11843:441,1002,710,8928,4513,1340,3618,1744,3506,13
11844:17,302,654,616,58,76,8,84,29,650
11847:866,2703,17,76,40,81,1069,224,96,2848
11851:168,719,5738,984,463,2318,76,1326,1460,5480
11856:226,780,3137,2241,1888,2967,7211,1884,5767,13544
11863:866,2703,17,76,40,81,1069,224,96,2848
11864:866,2703,17,76,40,81,1069,224,96,2848
11865:17,302,616,58,8,84,29,650,518,542
11883:12586,873,931,2021,2946,1539,12022,1276,2675,2852
11884:168,719,5738,984,463,2318,76,1326,1460,5480
11885:1002,710,8928,4513,1744,5122,3506,13,371,16036
11892:347,6901,76,3176,2092,6545,698,2312,46,1787
11893:866,2703,17,76,40,81,1069,224,96,2848
11896:669,1592,924,7680,8322,415,2547,7608,2178,5328
11910:302,654,616,58,76,8,84,29,650,518
11913:17,302,654,616,58,76,8,84,29,650
11922:17,302,654,616,76,8,84,29,650,518
11928:17,302,654,616,58,76,8,84,29,650
11929:654,8,84,29,650,518,542,564,1102,224
11939:9134,822,3509,7200,25366,16881,15436,37961,2374,35177
11956:654,616,76,8,84,29,650,518,542,70
11962:866,2703,17,76,40,81,1069,224,96,2848
11968:17,302,654,616,58,76,8,84,29,650
11972:17,302,654,616,58,76,8,84,29,650
11979:866,2139,2265,698,262,500,1913,76,1730,96
11983:17,654,616,58,76,8,84,650,518,542
11988:302,654,616,58,76,8,84,29,518,542
11990:110421,20452,105241,122719,79005,28586
11996:8725,29002,100483,74274,83357,98611,32952,6602,19385,105460
11999:441,710,8928,4513,1340,1744,5122,3506,13,371
